Name,Age,GPA,Credits Completed,Year,Pathway
Jack Wilson,18,0.57,18,Senior,Criminsl Justice
Andrew Williams,16,2.08,30,Senior,Culinary
Sarah Davis,14,3.38,15,Senior,Engineering
Mac Smith,16,1.18,54,Freshman,Computer Science
Noah Manukyan,16,0.32,31,Junior,Construction
Bella Fogarty,16,0.83,45,Senior,Business
Ben Davis,18,1.42,46,Junior,Criminsl Justice
Mac Miller,19,4.09,14,Freshman,Construction
Chloe Garcia,18,2.1,40,Freshman,Computer Science
Kyan Brown,17,1.59,55,Senior,Marketing
Kyan Garcia,16,4.27,4,Sophomore,Business
Emily Fogarty,14,0.84,9,Freshman,Engineering
Noah Davis,16,1.06,48,Senior,Early Childhood Education
Aiden Smith,14,3.7,32,Senior,Business
Joe Davis,19,3.13,51,Junior,Engineering
Ben Manukyan,17,0.37,15,Freshman,Business
Max Davis,14,1.32,13,Junior,Early College
Danielle Foster,15,2.67,45,Senior,Culinary
Noah Foster,17,1.73,41,Sophomore,Biomed
Chloe Davis,15,3.33,25,Junior,Criminsl Justice
Emily Williams,15,3.75,10,Sophomore,Construction
Lisa Wilson,18,0.75,26,Sophomore,Biomed
Mac DeFreitas,14,1.24,35,Freshman,Engineering
Danielle Johnson,15,3.44,40,Freshman,Engineering
Emma Manukyan,18,1.17,42,Sophomore,Early Childhood Education
Aiden Smith,15,1.99,56,Senior,Criminsl Justice
Chloe Johnson,17,3.05,28,Junior,Biomed
Lisa Wilson,16,3.54,51,Victory Lap,Construction
Kyan Smith,15,3.88,37,Junior,Early Childhood Education
Ben Miller,15,1.66,9,Senior,Computer Science
Noah Miller,15,2.41,39,Sophomore,Culinary
Noah Smith,18,0.57,15,Senior,Computer Science
Emma Manukyan,19,2.63,7,Senior,Engineering
Bella Moore,17,3.47,12,Sophomore,Early Childhood Education
Noah Fogarty,17,3.65,9,Senior,Culinary
Sarah Wilson,17,3.3,8,Sophomore,Biomed
Andrew Anderson,15,3.03,36,Senior,Criminsl Justice
Jack Garcia,19,4.12,51,Sophomore,Engineering
Ben Williams,19,2.83,60,Senior,Biomed
Aiden DeFreitas,18,0.33,33,Junior,Culinary
Andrew Williams,17,2.75,37,Junior,Early College
Sarah Moore,14,0.74,50,Senior,Business
Max Foster,14,2.64,18,Senior,Engineering
Noah Brown,19,3.13,4,Freshman,Marketing
Joe Brown,19,0.37,39,Freshman,Engineering
Chloe Foster,18,0.78,22,Senior,Computer Science
Jack Jones,19,3.45,46,Senior,Construction
Mac Moore,16,3.43,26,Junior,Criminsl Justice
Andrew Garcia,15,2.05,15,Senior,Criminsl Justice
Max DeFreitas,19,1.51,53,Senior,Criminsl Justice
Aiden Brown,16,3.6,26,Junior,Engineering
Jack Johnson,16,1.22,6,Victory Lap,Business
Emma Miller,14,3.98,21,Freshman,Culinary
Jack Jones,19,3.86,35,Sophomore,Business
Sarah Garcia,18,2.08,32,Senior,Culinary
Amelia Garcia,15,2.85,46,Junior,Construction
Emily Johnson,15,1.08,25,Sophomore,Culinary
Noah Jones,17,2.33,49,Senior,Early Childhood Education
Mac Jones,16,1.1,44,Junior,Culinary
Andrew Garcia,14,3.2,31,Freshman,Marketing
Noah DeFreitas,19,1.69,23,Sophomore,Early College
Lisa Smith,16,1.59,1,Senior,Computer Science
Sarah Smith,19,3.61,49,Sophomore,Early College
Andrew Davis,18,0.95,17,Freshman,Early Childhood Education
Andrew Jones,19,1.65,39,Freshman,Computer Science
Lisa Brown,16,3.25,8,Sophomore,Engineering
Sarah Brown,16,1.32,3,Senior,Early Childhood Education
Alexis Garcia,17,2.91,2,Freshman,Business
Alexis Anderson,14,1.31,15,Senior,Engineering
Andrew Garcia,17,3.12,19,Junior,Early College
Max Brown,17,3.88,30,Senior,Criminsl Justice
Joe Williams,15,1.32,9,Victory Lap,Biomed
Aiden Johnson,16,0.72,21,Sophomore,Engineering
Chloe DeFreitas,17,1.53,5,Senior,Marketing
Aiden Brown,17,1.24,14,Freshman,Construction
Amelia Foster,15,2.38,20,Victory Lap,Criminsl Justice
Lisa Garcia,18,2.62,28,Senior,Marketing
Sarah Garcia,17,2.56,27,Victory Lap,Construction
Lisa Miller,16,2.65,37,Junior,Early Childhood Education
Danielle Wilson,19,2.8,10,Victory Lap,Culinary
Alexis Moore,19,1.16,28,Victory Lap,Construction
Kyan Fogarty,14,2.87,51,Senior,Marketing
Jack Smith,18,3.56,0,Senior,Construction
Aiden Johnson,19,2.05,34,Junior,Engineering
Sarah Jones,16,3.38,30,Sophomore,Early College
Max Williams,16,1.92,5,Junior,Early College
Kyan Miller,18,2.43,18,Senior,Early College
Joe Johnson,18,3.16,50,Freshman,Marketing
Lisa Davis,19,1.5,34,Victory Lap,Early Childhood Education
Jack Davis,15,2.68,36,Freshman,Engineering
Jack Garcia,16,3.68,41,Sophomore,Criminsl Justice
Alexis Miller,15,2.95,39,Sophomore,Early College
Mac DeFreitas,14,4.17,55,Junior,Early Childhood Education
Emily Moore,19,3.42,9,Victory Lap,Engineering
Chloe Davis,18,2.64,34,Victory Lap,Early College
Ben Brown,15,3.43,13,Sophomore,Engineering
Sarah Manukyan,14,4.13,0,Victory Lap,Criminsl Justice
Kyan Anderson,19,2.05,28,Junior,Early College
Joe Manukyan,19,1.92,11,Sophomore,Culinary
Amelia Wilson,16,0.8,54,Sophomore,Business
Aiden DeFreitas,15,1.82,22,Freshman,Biomed
Jack Anderson,15,0.61,33,Senior,Early College
Noah Brown,14,1.57,11,Senior,Biomed
Mac Johnson,15,0.36,52,Junior,Early College
Danielle DeFreitas,14,0.52,8,Freshman,Criminsl Justice
Lisa Miller,15,1.86,34,Sophomore,Early Childhood Education
Noah Anderson,18,3.6,16,Victory Lap,Early College
Joe Foster,17,2.37,58,Victory Lap,Early Childhood Education
Mac Williams,16,1.59,5,Victory Lap,Early Childhood Education
Aiden Jones,17,2.21,25,Victory Lap,Engineering
Lisa Garcia,19,0.66,59,Freshman,Marketing
Jack Johnson,18,0.41,9,Sophomore,Early Childhood Education
Noah Moore,19,3.62,3,Freshman,Culinary
Joe Smith,16,0.94,23,Freshman,Early College
Ben Garcia,19,4.2,43,Victory Lap,Biomed
Bella Williams,14,2.79,36,Freshman,Construction
Alexis Johnson,19,0.37,44,Sophomore,Early College
Kyan DeFreitas,14,1.1,45,Sophomore,Construction
Chloe Johnson,17,3.36,19,Victory Lap,Construction
Jack Miller,14,0.91,52,Freshman,Early Childhood Education
Emily Anderson,16,3.15,35,Senior,Culinary
Lisa Foster,14,2.96,25,Victory Lap,Culinary
Danielle Brown,17,0.92,54,Victory Lap,Computer Science
Amelia Jones,15,1.54,60,Sophomore,Marketing
Bella DeFreitas,16,2.28,54,Senior,Business
Jack DeFreitas,16,2.57,31,Victory Lap,Marketing
Alexis Manukyan,19,1.68,42,Senior,Culinary
Aiden Garcia,16,2.85,11,Junior,Engineering
Mac Davis,18,0.76,53,Victory Lap,Engineering
Max Fogarty,18,1.82,22,Junior,Business
Aiden Manukyan,15,3.7,27,Senior,Culinary
Mac Moore,17,1.22,21,Sophomore,Biomed
Emily Moore,16,0.38,26,Victory Lap,Computer Science
Sarah Johnson,18,2.93,50,Freshman,Criminsl Justice
Bella Jones,14,3.47,26,Victory Lap,Early Childhood Education
Mac Fogarty,18,1.4,44,Victory Lap,Early Childhood Education
Max Garcia,18,1.75,50,Senior,Construction
Chloe Jones,14,3.42,1,Victory Lap,Computer Science
Chloe Foster,14,3.08,21,Junior,Marketing
Noah Foster,18,1.03,39,Freshman,Business
Emily Foster,17,4.14,20,Victory Lap,Computer Science
Max Smith,16,3.61,2,Victory Lap,Culinary
Noah Miller,19,1.42,58,Senior,Business
Max Johnson,19,1.59,48,Freshman,Culinary
Sarah Moore,18,3.33,35,Victory Lap,Criminsl Justice
Ben Johnson,14,3.57,8,Victory Lap,Early Childhood Education
Max Miller,19,3.09,33,Junior,Criminsl Justice
Emily Smith,17,1.8,23,Junior,Early Childhood Education
Kyan Manukyan,14,1.87,54,Sophomore,Early College
Emily Anderson,17,1.74,23,Senior,Engineering
Chloe Brown,15,3.54,60,Freshman,Early College
Kyan Miller,16,3.86,8,Senior,Culinary
Joe Foster,18,3.19,40,Junior,Criminsl Justice
Joe Moore,18,3.68,0,Sophomore,Computer Science
Lisa Anderson,15,3.83,34,Freshman,Engineering
Jack Davis,17,4.29,17,Senior,Computer Science
Jack Garcia,18,3.11,39,Victory Lap,Early Childhood Education
Andrew Smith,18,3.56,0,Junior,Marketing
Amelia DeFreitas,17,2.17,3,Freshman,Engineering
Amelia DeFreitas,19,0.81,41,Junior,Computer Science
Ben Manukyan,15,1.18,2,Victory Lap,Construction
Joe Brown,15,3.04,58,Junior,Construction
Ben Davis,19,0.55,44,Junior,Culinary
Emma Jones,19,3.42,5,Victory Lap,Construction
Max Wilson,15,2.03,21,Sophomore,Marketing
Max Foster,14,2.76,33,Senior,Computer Science
Chloe Miller,18,2.02,27,Sophomore,Biomed
Joe Williams,14,2.81,56,Freshman,Computer Science
Joe Wilson,16,3.66,51,Sophomore,Construction
Ben Wilson,19,2.31,40,Sophomore,Business
Ben Brown,19,2.51,13,Victory Lap,Computer Science
Alexis Williams,18,3.93,21,Freshman,Business
Alexis Davis,19,1.8,33,Victory Lap,Business
Alexis Brown,14,0.39,45,Junior,Early Childhood Education
Kyan DeFreitas,15,0.77,2,Junior,Criminsl Justice
Emma Williams,14,2.2,37,Sophomore,Culinary
Chloe Moore,18,1.32,7,Victory Lap,Criminsl Justice
Jack DeFreitas,19,1.1,38,Senior,Business
Sarah Fogarty,15,1.58,16,Freshman,Culinary
Sarah Foster,17,2.82,9,Sophomore,Engineering
Danielle Davis,14,1.78,1,Junior,Computer Science
Danielle Jones,15,3.23,47,Sophomore,Engineering
Amelia Johnson,17,3.07,45,Victory Lap,Criminsl Justice
Kyan Miller,14,0.96,3,Freshman,Biomed
Amelia Wilson,16,0.49,6,Victory Lap,Business
Sarah Miller,16,3.05,32,Freshman,Criminsl Justice
Mac Moore,18,3.4,44,Freshman,Culinary
Emily DeFreitas,15,4.07,56,Freshman,Culinary
Amelia DeFreitas,15,2.37,50,Victory Lap,Marketing
Max DeFreitas,18,3.79,30,Junior,Criminsl Justice
Emma Moore,17,3.19,28,Victory Lap,Criminsl Justice
Kyan Garcia,16,0.66,5,Junior,Marketing
Danielle Manukyan,19,1.37,51,Junior,Marketing
Kyan Moore,16,1.42,45,Senior,Culinary
Amelia Jones,17,3.29,37,Sophomore,Early Childhood Education
Joe Manukyan,18,3.48,17,Victory Lap,Early College
Danielle Williams,18,2.14,53,Victory Lap,Marketing
Jack Manukyan,19,1.91,17,Victory Lap,Biomed
Chloe Fogarty,19,4.17,23,Junior,Construction
Danielle Moore,19,0.84,53,Sophomore,Engineering
Joe Smith,15,1.15,39,Sophomore,Early College
Emily Garcia,14,3.48,37,Victory Lap,Engineering
Bella Wilson,18,1.48,6,Sophomore,Biomed
Emma Brown,19,1.82,8,Freshman,Culinary
Andrew Brown,14,1.76,26,Victory Lap,Biomed
Joe Brown,15,2.47,49,Victory Lap,Early Childhood Education
Emily Anderson,18,2.08,53,Senior,Construction
Lisa Williams,16,1.4,24,Sophomore,Engineering
Lisa Johnson,15,2.37,37,Junior,Engineering
Jack Johnson,17,0.98,33,Senior,Biomed
Emily Brown,15,3.86,26,Victory Lap,Criminsl Justice
Kyan Miller,14,0.3,28,Victory Lap,Early College
Max Wilson,19,3.55,54,Sophomore,Early Childhood Education
Bella Brown,15,1.35,55,Victory Lap,Computer Science
Ben Foster,18,1.44,33,Freshman,Business
Ben DeFreitas,14,3.6,33,Sophomore,Culinary
Mac Johnson,19,2.11,25,Junior,Construction
Alexis Moore,18,3.88,11,Junior,Construction
Aiden Anderson,17,1.23,47,Sophomore,Computer Science
Aiden Manukyan,18,2.58,27,Victory Lap,Marketing
Emily Manukyan,17,3.76,0,Junior,Marketing
Ben Fogarty,14,2.16,46,Junior,Engineering
Kyan Jones,15,3.98,11,Freshman,Construction
Kyan Anderson,15,0.57,20,Junior,Criminsl Justice
Andrew Smith,17,3.08,27,Junior,Computer Science
Danielle Wilson,18,4.0,59,Freshman,Biomed
Sarah Williams,16,2.44,29,Junior,Early Childhood Education
Alexis Williams,17,3.45,44,Junior,Criminsl Justice
Max DeFreitas,15,2.98,59,Sophomore,Biomed
Mac Manukyan,18,2.75,47,Junior,Marketing
Noah DeFreitas,16,2.9,39,Junior,Biomed
Max Fogarty,15,1.76,21,Sophomore,Business
Alexis Manukyan,17,3.53,53,Senior,Computer Science
Kyan Wilson,18,3.85,3,Senior,Biomed
Emma Wilson,18,1.01,58,Junior,Biomed
Jack Wilson,16,0.8,16,Senior,Business
Chloe Wilson,19,2.88,18,Victory Lap,Culinary
Jack Garcia,16,1.03,57,Junior,Engineering
Sarah DeFreitas,15,0.6,34,Freshman,Computer Science
Emma Wilson,17,0.32,25,Victory Lap,Marketing
Joe Fogarty,16,4.14,32,Freshman,Engineering
Mac Foster,16,3.91,44,Junior,Culinary
Jack Jones,14,1.58,18,Senior,Culinary
Ben Manukyan,15,0.56,2,Sophomore,Culinary
Noah Foster,17,1.4,35,Junior,Culinary
Ben DeFreitas,15,2.56,39,Sophomore,Early Childhood Education
Noah Smith,19,1.7,40,Victory Lap,Computer Science
Lisa Garcia,19,2.37,28,Freshman,Culinary
Ben Fogarty,14,2.64,2,Junior,Criminsl Justice
Emma Smith,19,2.76,2,Freshman,Engineering
Andrew Johnson,17,1.03,54,Freshman,Computer Science
Alexis Brown,16,2.31,10,Senior,Biomed
Joe Garcia,18,2.92,19,Victory Lap,Engineering
Andrew Williams,14,3.0,43,Victory Lap,Culinary
Danielle Anderson,14,3.34,50,Junior,Biomed
Jack Jones,15,1.12,14,Senior,Early College
Lisa Miller,16,2.64,31,Senior,Computer Science
Ben Williams,17,3.54,19,Sophomore,Computer Science
Danielle Johnson,16,2.96,17,Freshman,Culinary
Max Manukyan,19,0.44,54,Junior,Construction
Chloe Moore,18,1.42,46,Victory Lap,Construction
Ben Brown,16,1.99,22,Senior,Computer Science
Amelia Johnson,17,1.9,58,Freshman,Criminsl Justice
Noah Garcia,15,4.01,1,Victory Lap,Culinary
Max Brown,14,1.67,45,Victory Lap,Computer Science
Mac Brown,15,2.86,56,Senior,Early Childhood Education
Danielle Johnson,17,3.93,35,Sophomore,Business
Alexis Fogarty,15,3.3,19,Victory Lap,Biomed
Amelia Foster,19,3.35,26,Senior,Engineering
Andrew Williams,14,3.41,54,Freshman,Engineering
Lisa Manukyan,18,2.53,59,Freshman,Computer Science
Jack Manukyan,17,0.96,23,Freshman,Construction
Alexis Miller,15,0.52,59,Senior,Biomed
Lisa Smith,16,1.97,49,Victory Lap,Engineering
Emma Jones,14,3.04,38,Sophomore,Early Childhood Education
Ben Williams,15,2.78,30,Victory Lap,Culinary
Lisa Williams,19,2.44,25,Victory Lap,Criminsl Justice
Bella Miller,16,2.67,22,Freshman,Biomed
Andrew Manukyan,16,3.28,5,Freshman,Business
Chloe Manukyan,14,0.67,49,Junior,Biomed
Andrew Davis,14,1.56,4,Sophomore,Criminsl Justice
Emily Foster,15,3.3,8,Sophomore,Marketing
Alexis Jones,15,1.46,25,Freshman,Computer Science
Andrew DeFreitas,14,1.97,8,Senior,Early College
Amelia Davis,18,1.88,41,Victory Lap,Biomed
Danielle Manukyan,18,1.37,13,Sophomore,Criminsl Justice
Lisa Davis,15,1.1,42,Freshman,Marketing
Emma Smith,14,3.9,7,Sophomore,Marketing
Ben Manukyan,18,3.3,30,Senior,Computer Science
Kyan Davis,18,4.27,33,Freshman,Engineering
Ben Miller,18,0.58,24,Freshman,Criminsl Justice
Emily Smith,14,2.38,16,Victory Lap,Early Childhood Education
Chloe Garcia,17,3.56,40,Sophomore,Early College
Aiden Moore,17,1.97,36,Freshman,Computer Science
Lisa Smith,16,2.85,35,Senior,Engineering
Sarah Wilson,19,1.12,29,Victory Lap,Culinary
Mac Johnson,17,4.1,30,Sophomore,Early Childhood Education
Jack Foster,15,1.47,30,Freshman,Construction
Emily DeFreitas,14,0.31,55,Senior,Early College
Jack Fogarty,16,2.74,8,Sophomore,Biomed
Chloe Moore,19,2.35,47,Victory Lap,Biomed
Danielle Foster,14,3.9,59,Sophomore,Marketing
Mac Fogarty,18,0.33,10,Junior,Culinary
Mac Fogarty,17,0.46,27,Victory Lap,Computer Science
Kyan Jones,18,3.83,59,Junior,Construction
Emily Wilson,14,1.43,43,Freshman,Marketing
Ben Anderson,14,0.45,53,Freshman,Early Childhood Education
Mac Brown,17,1.76,24,Freshman,Biomed
Emma Miller,14,1.62,1,Junior,Engineering
Emily Garcia,15,3.77,14,Senior,Criminsl Justice
Chloe Brown,15,1.32,1,Victory Lap,Business
Danielle Brown,14,1.93,30,Victory Lap,Criminsl Justice
Joe Moore,19,1.01,25,Victory Lap,Computer Science
Joe Brown,18,1.52,50,Junior,Business
Max Miller,15,1.4,53,Senior,Computer Science
Jack Fogarty,17,4.04,27,Sophomore,Early College
Joe Garcia,17,3.16,53,Freshman,Criminsl Justice
Lisa Johnson,19,2.84,34,Junior,Engineering
Chloe Johnson,15,2.89,20,Freshman,Early Childhood Education
Noah Brown,19,2.37,3,Senior,Criminsl Justice
Mac Johnson,17,1.94,12,Junior,Culinary
Aiden Foster,19,0.5,18,Victory Lap,Culinary
Chloe Foster,19,3.37,24,Junior,Engineering
Emma Davis,18,3.88,52,Sophomore,Criminsl Justice
Sarah DeFreitas,14,4.02,15,Senior,Engineering
Jack Garcia,16,1.63,37,Sophomore,Engineering
Joe Fogarty,19,2.3,46,Junior,Early College
Aiden Brown,18,3.36,45,Senior,Marketing
Amelia Johnson,18,1.43,7,Freshman,Early Childhood Education
Jack Foster,18,2.71,43,Senior,Biomed
Andrew Fogarty,15,2.35,9,Victory Lap,Marketing
Ben Williams,14,2.12,47,Victory Lap,Biomed
Aiden Manukyan,17,1.52,44,Victory Lap,Early Childhood Education
Max Davis,19,1.66,16,Sophomore,Early College
Danielle Miller,17,2.76,5,Junior,Early Childhood Education
Andrew Anderson,17,1.63,56,Freshman,Early College
Emily Anderson,19,2.24,47,Sophomore,Computer Science
Bella Miller,19,2.12,39,Victory Lap,Culinary
Noah Jones,17,0.69,49,Sophomore,Culinary
Lisa Wilson,14,0.38,15,Freshman,Culinary
Emily Jones,16,0.55,30,Freshman,Computer Science
Ben Johnson,14,2.15,45,Victory Lap,Early Childhood Education
Aiden Jones,18,1.5,52,Sophomore,Early College
Joe Foster,14,3.27,15,Sophomore,Construction
Aiden Jones,18,0.88,35,Sophomore,Construction
Emma Smith,17,0.49,55,Senior,Marketing
Chloe Wilson,14,1.2,5,Senior,Business
Danielle Fogarty,17,1.7,2,Sophomore,Early Childhood Education
Jack Moore,17,3.38,33,Victory Lap,Engineering
Andrew Williams,18,0.68,9,Senior,Early Childhood Education
Bella Jones,15,0.68,10,Senior,Construction
Sarah Brown,17,2.21,38,Senior,Early College
Joe Manukyan,15,0.31,1,Freshman,Early Childhood Education
Danielle Garcia,14,3.74,29,Victory Lap,Computer Science
Danielle DeFreitas,19,3.69,54,Freshman,Biomed
Emma Moore,16,2.6,3,Junior,Culinary
Amelia Smith,16,3.19,24,Victory Lap,Culinary
Mac Brown,19,1.32,0,Sophomore,Early College
Noah Anderson,18,1.0,19,Junior,Engineering
Sarah Foster,18,0.94,55,Junior,Biomed
Alexis Brown,16,0.37,8,Junior,Biomed
Danielle Wilson,18,0.55,27,Sophomore,Early College
Bella Moore,16,4.02,50,Sophomore,Criminsl Justice
Noah Foster,14,3.48,8,Sophomore,Computer Science
Danielle DeFreitas,18,1.42,10,Senior,Construction
Max Davis,14,3.06,35,Freshman,Marketing
Emily Garcia,19,2.16,57,Sophomore,Computer Science
Chloe Jones,14,2.0,33,Junior,Construction
Mac Manukyan,14,0.73,11,Junior,Engineering
Max Manukyan,16,3.57,40,Junior,Culinary
Joe Brown,15,2.59,53,Freshman,Construction
Emily Anderson,19,0.47,44,Senior,Early Childhood Education
Emily Davis,17,3.37,11,Senior,Early Childhood Education
Ben Brown,16,2.84,50,Freshman,Computer Science
Emily Fogarty,15,3.44,39,Junior,Marketing
Sarah Anderson,14,0.5,17,Junior,Early College
Kyan Brown,17,3.6,2,Victory Lap,Early Childhood Education
Danielle Johnson,16,0.75,3,Senior,Business
Max Manukyan,18,2.72,14,Freshman,Engineering
Ben Jones,17,2.74,34,Freshman,Early Childhood Education
Noah Brown,15,1.07,7,Sophomore,Early College
Mac Davis,19,3.84,52,Freshman,Early Childhood Education
Jack Garcia,18,3.3,45,Junior,Biomed
Max DeFreitas,19,1.98,18,Sophomore,Early Childhood Education
Andrew Jones,18,3.46,30,Victory Lap,Construction
Emma Wilson,19,2.0,51,Senior,Construction
Sarah Miller,17,3.02,24,Junior,Early College
Lisa Johnson,15,2.25,10,Victory Lap,Engineering
Bella Anderson,19,1.54,60,Freshman,Computer Science
Ben Brown,14,2.46,20,Victory Lap,Marketing
Aiden Wilson,18,3.9,16,Freshman,Early College
Chloe Johnson,19,0.31,39,Senior,Marketing
Sarah Jones,19,3.02,26,Junior,Business
Kyan Johnson,16,2.35,36,Junior,Early Childhood Education
Jack Brown,14,1.94,38,Junior,Business
Jack Foster,16,4.22,27,Sophomore,Computer Science
Alexis Garcia,14,3.29,40,Senior,Early College
Andrew Wilson,18,2.37,10,Junior,Biomed
Danielle Davis,19,0.68,59,Freshman,Early Childhood Education
Mac DeFreitas,14,3.49,55,Sophomore,Culinary
Max DeFreitas,19,4.02,56,Victory Lap,Marketing
Emma Manukyan,15,2.88,35,Victory Lap,Culinary
Amelia Anderson,18,1.12,8,Freshman,Marketing
Max Jones,17,3.79,39,Sophomore,Criminsl Justice
Alexis Smith,15,3.89,16,Freshman,Construction
Danielle Foster,19,1.57,1,Victory Lap,Culinary
Andrew Jones,18,3.68,58,Senior,Criminsl Justice
Lisa Anderson,15,1.09,32,Freshman,Biomed
Aiden Williams,15,0.66,7,Victory Lap,Marketing
Mac Miller,18,3.46,42,Junior,Early College
Emma Manukyan,16,2.96,48,Junior,Early College
Noah Moore,14,1.51,20,Victory Lap,Early Childhood Education
Danielle Miller,15,2.66,0,Sophomore,Marketing
Jack Williams,14,0.44,53,Victory Lap,Criminsl Justice
Amelia Johnson,19,3.68,20,Freshman,Engineering
Bella Wilson,18,3.2,8,Sophomore,Early Childhood Education
Kyan Smith,17,1.14,57,Sophomore,Construction
Emily Johnson,17,1.02,6,Sophomore,Criminsl Justice
Mac Anderson,14,1.77,45,Sophomore,Early Childhood Education
Mac Brown,14,3.27,26,Victory Lap,Culinary
Noah Brown,16,0.34,52,Junior,Marketing
Lisa Anderson,17,1.61,23,Junior,Early Childhood Education
Danielle Foster,15,0.71,43,Senior,Early College
Chloe Johnson,16,1.25,32,Victory Lap,Engineering
Chloe Williams,18,4.15,54,Freshman,Business
Ben Moore,14,3.51,2,Sophomore,Early Childhood Education
Emily Davis,19,0.75,45,Victory Lap,Criminsl Justice
Emily DeFreitas,19,3.58,40,Senior,Computer Science
Sarah Smith,19,2.92,58,Sophomore,Early College
Amelia Williams,19,2.98,16,Sophomore,Early College
Mac Jones,17,3.8,8,Junior,Construction
Alexis Manukyan,18,2.61,56,Senior,Business
Amelia Manukyan,17,0.41,46,Senior,Criminsl Justice
Emily Foster,16,2.98,30,Victory Lap,Marketing
Kyan Smith,19,1.7,36,Senior,Construction
Sarah Johnson,18,1.07,9,Junior,Culinary
Emma Smith,14,2.75,29,Junior,Computer Science
Sarah Jones,19,1.81,34,Victory Lap,Engineering
Amelia Anderson,15,1.3,3,Junior,Early College
Mac Jones,16,1.36,47,Victory Lap,Business
Lisa Fogarty,14,2.19,4,Junior,Biomed
Jack Anderson,15,1.62,48,Junior,Computer Science
Sarah Garcia,16,2.97,47,Freshman,Construction
Andrew Williams,17,3.01,2,Sophomore,Construction
Aiden Smith,14,1.36,4,Victory Lap,Marketing
Andrew Jones,16,4.19,7,Freshman,Criminsl Justice
Ben Davis,15,0.84,46,Senior,Early College
Chloe Williams,18,1.46,12,Junior,Biomed
Bella Wilson,17,3.51,54,Junior,Computer Science
Aiden Davis,17,3.97,19,Freshman,Marketing
Aiden Johnson,17,2.25,15,Victory Lap,Construction
Noah Jones,14,0.98,13,Sophomore,Marketing
Bella Brown,18,1.78,10,Freshman,Construction
Chloe Anderson,19,0.48,40,Junior,Criminsl Justice
Emma Wilson,16,3.01,28,Freshman,Culinary
Noah Jones,15,0.51,25,Victory Lap,Engineering
Ben Fogarty,17,3.33,20,Junior,Biomed
Amelia Williams,18,2.84,24,Senior,Criminsl Justice
Jack Johnson,19,2.27,35,Junior,Criminsl Justice
Chloe Manukyan,14,1.51,19,Victory Lap,Construction
Mac Miller,16,2.45,4,Senior,Culinary
Chloe Manukyan,18,3.58,36,Freshman,Construction
Bella Foster,16,3.93,50,Senior,Culinary
Noah Davis,18,3.2,2,Senior,Business
Noah Miller,15,0.92,23,Freshman,Marketing
Amelia Miller,14,4.25,38,Junior,Criminsl Justice
Andrew Manukyan,18,1.02,10,Senior,Construction
Emily Wilson,15,1.97,15,Victory Lap,Culinary
Kyan Johnson,14,2.97,32,Senior,Construction
Amelia Smith,19,1.28,1,Victory Lap,Early Childhood Education
Emily Brown,18,3.67,37,Freshman,Computer Science
Bella Johnson,15,1.52,18,Senior,Biomed
Chloe Johnson,15,1.42,23,Freshman,Construction
Sarah Jones,18,1.36,32,Sophomore,Criminsl Justice
Max Moore,15,3.22,16,Junior,Business
Chloe Williams,16,0.64,10,Victory Lap,Early Childhood Education
Chloe Brown,17,2.73,32,Senior,Criminsl Justice
Danielle Anderson,14,2.16,49,Freshman,Early College
Emma Manukyan,19,4.01,9,Freshman,Marketing
Chloe DeFreitas,16,2.4,35,Freshman,Engineering
Ben Garcia,18,3.14,41,Freshman,Business
Chloe Johnson,18,2.41,10,Junior,Engineering
Ben Miller,14,3.84,54,Senior,Biomed
Ben Foster,19,4.04,29,Sophomore,Business
Ben Miller,16,2.9,40,Senior,Engineering
Kyan Davis,19,2.75,11,Junior,Construction
Amelia Garcia,19,4.19,20,Sophomore,Early College
Lisa Fogarty,16,4.26,38,Junior,Construction
Sarah Brown,19,2.19,31,Junior,Computer Science
Jack Moore,17,1.51,46,Junior,Construction
Lisa Wilson,15,0.83,10,Freshman,Culinary
Andrew Jones,19,4.17,25,Junior,Engineering
Emily Moore,18,3.93,56,Junior,Early College
Mac Smith,19,1.93,39,Freshman,Early Childhood Education
Noah Smith,15,1.13,43,Victory Lap,Computer Science
Max Smith,17,1.44,49,Victory Lap,Marketing
Emily Brown,16,2.29,6,Victory Lap,Computer Science
Danielle Moore,14,1.51,8,Senior,Engineering
Amelia Anderson,16,2.91,0,Freshman,Engineering
Bella Miller,14,1.43,54,Junior,Engineering
Alexis Wilson,17,2.35,11,Victory Lap,Construction
Emily Jones,16,3.5,33,Victory Lap,Biomed
Bella Anderson,18,2.66,5,Senior,Marketing
Amelia Johnson,17,2.77,47,Sophomore,Computer Science
Chloe Brown,16,0.81,0,Senior,Business
Bella Williams,16,3.01,51,Sophomore,Computer Science
Alexis Moore,19,3.93,0,Victory Lap,Biomed
Emma Williams,18,3.72,57,Senior,Biomed
Aiden Fogarty,17,1.76,26,Senior,Culinary
Amelia DeFreitas,14,4.1,55,Sophomore,Marketing
Max Anderson,19,0.37,28,Senior,Biomed
Kyan Wilson,15,2.97,51,Freshman,Marketing
Emma Davis,15,1.94,45,Sophomore,Engineering
Joe Brown,14,1.98,60,Senior,Computer Science
Noah Moore,15,2.16,49,Senior,Engineering
Chloe Anderson,17,4.06,21,Junior,Marketing
Alexis Moore,19,3.69,53,Sophomore,Biomed
Sarah Garcia,14,1.48,49,Junior,Computer Science
Emma Wilson,18,3.66,21,Victory Lap,Business
